"RT @adrifadi: ALERTA #MEXICO 
ASÍ va a actuar la derecha mexicana y la OILgarquia internacional contra @lopezobrador_ #AMLO cuando se les c…","RT @adrifadi: ALERT #MEXICO
THIS is how the Mexican right and the international OILgarquia will act against @lopezobrador_ #AMLO when they are c ...",0.09523809523809523
"RT @radioamlo: ¡Felicidades y gracias también a lxs que se nos adelantaron esperando el triunfo de @lopezobrador_! Bombero, Cristal, Don Re…","RT @radioamlo: Congratulations and thanks also to those who came forward hoping for the triumph of @lopezobrador_! Fireman, Crystal, Don Re ...",0.25
"@Karlprez6 @RojoJosele @rocionahle @lopezobrador_ @JoseAMeadeK @Banxico Fue un fabuloso Circo
para que mejoremos un… https://t.co/8Mnz4t7Taa","@ Karlprez6 @RojoJosele @rocionahle @lopezobrador_ @JoseAMeadeK @Banxico It was a fabulous Circus
so that we improve a ... https://t.co/8Mnz4t7Taa",0.4
"@rgbenibel @lorena96438260 @GuzmanSoely @lopezobrador_ Jajaja, con Barlett regresamos 30 años","@rgbenibel @ lorena96438260 @GuzmanSoely @lopezobrador_ Hahaha, with Barlett we returned 30 years",0.2
RT @epigmenioibarra: No se trata de que @lopezobrador_ resuelva solo los problemas del país querido Lorenzo Meyer. En efecto no es un mago…,RT @epigmenioibarra: It's not that @lopezobrador_ solves only the problems of the beloved country Lorenzo Meyer. In effect it is not a magician ...,0.35
@lopezobrador_ Andrés Manuel por éste medio pedimos apoyo para poner Alto al Srio. Gral. De la Secc'n 47 en cd. Cmn… https://t.co/Ejs14w7pKi,@lopezobrador_ Andrés Manuel by this means we ask for support to put Alto al Srio. General of Section 47 in cd. Cmn ... https://t.co/Ejs14w7pKi,0.05000000000000002
"RT @yeidckol: Continuan los trabajo previos para un gran proyecto de desarrollo económico en todo el pais.
@lopezobrador_ será el mejor pre…","RT @yeidckol: Previous work continues for a large economic development project throughout the country.
@lopezobrador_ will be the best pre ...",0.3119047619047619
@msanchezc13 @GabrielRafaelMM @gab_cab @logof781 @jgnaredo @LeonKrauze @lopezobrador_ Así es. Morelos para proteger… https://t.co/gGxxa6FdSi,@ msanchezc13 @GabrielRafaelMM @gab_cab @ logof781 @jgnaredo @LeonKrauze @lopezobrador_ That's right. Morelos to protect ... https://t.co/gGxxa6FdSi,0.2857142857142857
"RT @miguela55309845: Se nota que es un usurpador ilegítimo, ladrón de la voluntad popular... https://t.co/JLOO4GpQnW","RT @ miguela55309845: You can tell that he is an illegitimate usurper, a thief of popular will ... https://t.co/JLOO4GpQnW",0.6
"RT @PolibiodArcadia: 🧐Avísenle a @DanteDelgado que no hay tal gasolinazo, se llama deslizamiento inflacionario, @lopezobrador_ al ser gobie…","RT @ miguela55309845: You can tell that he is an illegitimate usurper, a thief of popular will ... https://t.co/JLOO4GpQnW",0.6
"RT @ByronBarranco: .
El día ocho del mes ocho
del año dos mil dieciocho
@lopezobrador_ será
sin duda nombrado ya
de modo justo y perfecto
p…","RT @ByronBarranco:.
The eighth day of the month eight
of the year two thousand and eighteen
@lopezobrador_ will be
certainly named already
so fair and perfect
p ...",0.638095238095238
"RT @edinakisa: Esas palabras, nada comunes en el vox populi, buena lid y honorable, las he escuchado decir a @lopezobrador_ . Dáte cuenta @…","RT @edinakisa: Those words, not common in the vox populi, good fight and honorable, I've heard them say to @lopezobrador_. Realize @…",0.425
RT @epigmenioibarra: No se trata de que @lopezobrador_ resuelva solo los problemas del país querido Lorenzo Meyer. En efecto no es un mago…,RT @epigmenioibarra: It's not that @lopezobrador_ solves only the problems of the beloved country Lorenzo Meyer. In effect it is not a magician ...,0.35
RT @elpolitico_mx: Hahahaha no termino de divertirme estos dias viendo las declaraciones de los pejezombies a punto del llanto y arrepentim…,RT @elpolitico_mx: Hahahaha I do not finish having fun these days watching the declarations of the pejezombies on the verge of crying and regret ...,0.09999999999999999
RT @FEMINICIDI2: POBRECITO DE @lopezobrador_ SE LO QUIEREN TRAGAR VIVO LOS CHAIROS JAJJAJAJA #SeLosDijimos ahora nos va a tocar defenderlo…,RT @ FEMINICIDI2: POBRECITO DE @lopezobrador_ THEY WANT TO SWALK THEM LIVE THE CHAIROS JAJJAJAJA #SeLosDijimos now it's going to be our turn to defend it ...,0.13636363636363635
@jzugazagoitia @lili_0069 @rhgirard @econokafka @lopezobrador_ @ABarrancoCh https://t.co/mS7CVGAnfG Hay muchos indi… https://t.co/2AHNFOxpN6,@jzugazagoitia @ lili_0069 @rhgirard @econokafka @lopezobrador_ @ABarrancoCh https://t.co/mS7CVGAnfG There are many indi ... https://t.co/2AHNFOxpN6,0.5
@RAMex_21 @ferbelaunzaran @lopezobrador_ Jajaja ya wey tantas calumnias vs tu presidente @lopezobrador_  @RAMex_21… https://t.co/X1FooeaJ2d,@ RAMex_21 @ferbelaunzaran @lopezobrador_ Hahaha ya wey so many slanders vs your president @lopezobrador_ @ RAMex_21 ... https://t.co/X1FooeaJ2d,0.35
@miffim @Aeromexico @lopezobrador_ Nadie ha dicho que no sea necesario un nuevo aeropuerto. El asunto es que el sit… https://t.co/ADBtwNdjFM,@miffim @Aeromexico @lopezobrador_ No one has said that a new airport is not necessary. The issue is that the sit ... https://t.co/ADBtwNdjFM,0.06818181818181818
"RT @Eltiotonysoy: La reunión de  AMLO con José Antonio Meade es normal... el Lic. Andrés Manuel @lopezobrador_ es político y hace política,…","RT @Eltiotonysoy: The meeting of AMLO with José Antonio Meade is normal ... Lic. Andrés Manuel @lopezobrador_ is a politician and does politics, ...",0.15
RT @PartidoMorenaMx: .@lopezobrador_ presentó las acciones principales para mejorar los servicios de salud https://t.co/N5oGanLRs8,RT @PartidoMorenaMx:. @ Lopezobrador_ presented the main actions to improve health services https://t.co/N5oGanLRs8,0.16666666666666666
"RT @DefiendoMiiVoto: Para mi es un entrevistador interesante, creo que puede mejorar mucho, pero hasta ahí.
De ahí a que pueda influir en m…","RT @DefiendoMiiVoto: For me he's an interesting interviewer, I think he can improve a lot, but that's it.
Hence, I can influence m ...",0.5
RT @DivinoTormento9: El único cambio que va a haber es el cambio de nombre de Morena a PRIeta. 😉 Buen día Amlovers espero sus maromas para…,"RT @DefiendoMiiVoto: For me he's an interesting interviewer, I think he can improve a lot, but that's it.
Hence, I can influence m ...",0.5
"RT @rocionahle: El triunfo que se le dio a @lopezobrador_  y a #Morena es precisamente para un cambio de administración, un cambio de régim…","RT @rocionahle: The triumph that was given to @lopezobrador_ and #Morena is precisely for a change of administration, a change of régime ...",0.4
